DATE_TIME,DC_POWER,IRRADIATION,MODULE_TEMPERATURE
2020-05-15 00:00:00,0,0,22.8575074
2020-05-15 00:15:00,0,0,22.7616678666667
2020-05-15 00:30:00,0,0,22.5923055333333
2020-05-15 00:45:00,0,0,22.3608521333333
2020-05-15 01:00:00,0,0,22.1654226428571
2020-05-15 01:15:00,0,0,21.9685708666667
2020-05-15 01:30:00,0,0,22.3529256666667
2020-05-15 01:45:00,0,0,23.1609192
2020-05-15 02:00:00,0,0,23.026113
2020-05-15 02:15:00,0,0,23.3432292666667
2020-05-15 02:30:00,0,0,23.6394592666667
2020-05-15 02:45:00,0,0,24.0394858
2020-05-15 03:00:00,0,0,24.3841355714286
2020-05-15 03:15:00,0,0,24.3515077333333
2020-05-15 03:30:00,0,0,24.0602965333333
2020-05-15 03:45:00,0,0,23.7097941333333
2020-05-15 04:00:00,0,0,22.5899415333333
2020-05-15 04:15:00,0,0,21.7836425333333
2020-05-15 04:30:00,0,0,21.8525249333333
2020-05-15 04:45:00,0,0,22.306315
2020-05-15 05:00:00,0,0,22.5519084666667
2020-05-15 05:15:00,0,0,22.9794920714286
2020-05-15 05:30:00,0,0,23.4523804666667
2020-05-15 05:45:00,0,0.0008627212413333,23.0966919333333
2020-05-15 06:00:00,37.14285714,0.0058869571866666,22.2067566
2020-05-15 06:15:00,278,0.0222816074666666,22.3534586666667
2020-05-15 06:30:00,626.5714286,0.0494097238666666,22.893282
2020-05-15 06:45:00,1224.75,0.0953944536,24.4424439333333
2020-05-15 07:00:00,1734.571429,0.141940443333333,27.1856528666667
2020-05-15 07:15:00,1856.375,0.154712675714286,28.8884778571429
2020-05-15 07:30:00,1842.285714,0.148799153333333,29.6056438
2020-05-15 07:45:00,1877.875,0.144793418933333,29.5471109333333
2020-05-15 08:00:00,3246,0.201638621333333,31.4125447333333
2020-05-15 08:15:00,3917.5,0.345707653333333,35.5287108
2020-05-15 08:30:00,4322,0.405348572666667,40.3180586
2020-05-15 08:45:00,4257.125,0.312426795333333,39.0819537333333
2020-05-15 09:00:00,5706.714286,0.623152648666667,45.0092326
2020-05-15 09:15:00,4015.5,0.344884035714286,46.6177065
2020-05-15 09:30:00,3219.285714,0.2492484,39.136326
2020-05-15 09:45:00,6454.428571,0.541205977333333,40.9305769333333
2020-05-15 10:00:00,6008.375,0.670675372,52.5477356
2020-05-15 10:15:00,6637.285714,0.572283476666667,47.633738
2020-05-15 10:30:00,4399.75,0.455148383333333,49.2497232666667
2020-05-15 10:45:00,4360.571429,0.361961654,44.0483256
2020-05-15 11:00:00,6829.5,0.636560881333333,47.6854534
2020-05-15 11:15:00,5969,0.585787213571429,50.0069885714286
2020-05-15 11:30:00,6226.125,0.557069383333333,49.8413636
2020-05-15 11:45:00,9420.285714,0.467986869333333,47.8363832
2020-05-15 12:00:00,8232.5,0.514962586666667,49.1835835333333
2020-05-15 12:15:00,10546.57143,0.787866028666667,49.8444926666667
2020-05-15 12:30:00,8517,0.649247629333333,52.3532551333333
2020-05-15 12:45:00,8006.285714,0.761243312,50.6312399333333
2020-05-15 13:00:00,6089.375,0.416035101428571,49.6107677142857
2020-05-15 13:15:00,6359.714286,0.489243946,47.0111613333333
2020-05-15 13:30:00,7588,0.574561224,46.6698629333333
2020-05-15 13:45:00,7471.375,0.560985624,47.5168841333333
2020-05-15 14:00:00,9555,0.735083463333333,49.8039043333333
2020-05-15 14:15:00,10642.75,0.893661491333333,55.030613
2020-05-15 14:30:00,5429.857143,0.466788824,54.5191367333333
2020-05-15 14:45:00,6742.25,0.542138495714286,47.6181946428571
2020-05-15 15:00:00,5920.428571,0.398888543333333,46.0290812
2020-05-15 15:15:00,6339.375,0.447292148666667,44.2860919333333
2020-05-15 15:30:00,6510,0.565196397333333,46.7442812
2020-05-15 15:45:00,4694.5,0.346230693333333,43.9206158
2020-05-15 16:00:00,4551.142857,0.35818237,43.3328533333333
2020-05-15 16:15:00,4081.25,0.328896119333333,41.0074319333333
2020-05-15 16:30:00,4338.285714,0.344954196,41.2805906666667
2020-05-15 16:45:00,3259.625,0.260346758,39.4190759333333
2020-05-15 17:00:00,2067.857143,0.166812741428571,36.8267036428571
2020-05-15 17:15:00,2011.375,0.173898637333333,35.8522074
2020-05-15 17:30:00,1091,0.08716189,34.3384004
2020-05-15 17:45:00,485.875,0.0384030336,31.5485393333333
2020-05-15 18:00:00,264,0.0225449364285714,30.225331
2020-05-15 18:15:00,78.28571429,0.00914994484,28.6825074
2020-05-15 18:30:00,0,0.001841024544,27.2859922666667
2020-05-15 18:45:00,0,0,25.9619465333333
2020-05-15 19:00:00,0,0,25.3853130666667
2020-05-15 19:15:00,0,0,25.2008464
2020-05-15 19:30:00,0,0.00012538276,25.7452677333333
2020-05-15 19:45:00,0,0.000100219904,22.5114056
2020-05-15 20:00:00,0,0,20.2907257142857
2020-05-15 20:15:00,0,0,20.7365966666667
2020-05-15 20:30:00,0,0,20.3754169333333
2020-05-15 20:45:00,0,0,20.3128051333333
2020-05-15 21:00:00,0,0,20.6512674
2020-05-15 21:15:00,0,0,20.6320862
2020-05-15 21:30:00,0,0,20.7586996666667
2020-05-15 21:45:00,0,0,20.9144166666667
2020-05-15 22:00:00,0,0,20.8957039285714
2020-05-15 22:15:00,0,0,20.7321858666667
2020-05-15 22:30:00,0,0,20.8298520666667
2020-05-15 22:45:00,0,0,21.0722756666667
2020-05-15 23:00:00,0,0,21.2413165384615
